Id,SalePrice
1808,143463.218
1809,109083.092
1810,152969.198
1811,93843.039
1812,108240.351
1813,126433.91
1814,86782.427
1815,9973.08
1816,98991.744
1817,136873.8
1818,189115.253
1819,150278.46
1820,49970.934
1821,156768.582
1822,199396.093
1823,22040.193
1824,154762.38
1825,143756.092
1826,117711.068
1827,108101.069
1828,136619.728
1829,195348.038
1830,197668.51
1831,207132.61
1832,141999.564
1833,183597.534
1834,161275.429
1835,182890
1836,173330.766
1837,53738.482
1838,157140.739
1839,64861.44
1840,95995.82
1841,115386.294
1842,112324.946
1843,127683.842
1844,158295.512
1845,151695.796
1846,162455.632
1847,164428.033
1848,11740.162
1849,121369.913
1850,115120.091
1851,166019.463
1852,112263.195
1853,110860.967
1854,184880.761
1855,176352.12
1856,225887.733
1857,182973.76
1858,199456.068
1859,151829.019
1860,147941.697
1861,150738.413
1862,307927.927
1863,307927.927
1864,307927.927
1865,308900.806
1866,298772.15
1867,261696.624
1868,252959.472
1869,204528.578
1870,247189.07
1871,260695.134
1872,174875.244
1873,222095.829
1874,115153.332
1875,208002.913
1876,194382.65
1877,208637.19
1878,212302.512
1879,107015.407
1880,122869.218
1881,255360.015
1882,272019.718
1883,221447.297
1884,231041.106
1885,236723.813
1886,252422.264
1887,204561.171
1888,264440.474
1889,173586.346
1890,100360.297
1891,161050.324
1892,77535.796
1893,123729.816
1894,119691.714
1895,138142.236
1896,122789.864
1897,121053.806
1898,143850.302
1899,165456.374
1900,171596.864
1901,155074.475
1902,123665.917
1903,252653.212
1904,119127.338
1905,182719.885
1906,135561.431
1907,204509.584
1908,156039.51
1909,166220.171
1910,166220.171
1911,205166.282
1912,253215.495
1913,190508.856
1914,57488.244
1915,241798.526
1916,18627.15
1917,279780.02
1918,135277.972
1919,172372.167
1920,166085.415
1921,311699.67
1922,296473.525
1923,215277.239
1924,210413.723
1925,233119.302
1926,314631.356
1927,113722.878
1928,149648.668
1929,101222.458
1930,146692.801
1931,131867.867
1932,141194.035
1933,177293.644
1934,185141.87
1935,176425.188
1936,185224.826
1937,183244.054
1938,144509.408
1939,245391.996
1940,224551.134
1941,186164.707
1942,188107.223
1943,225551.763
1944,303689.322
1945,299601.994
1946,179734.33
1947,274971.756
1948,190507.506
1949,218700.58
1950,200386.796
1951,238252.544
1952,224314.436
1953,165286.379
1954,234730.926
1955,144060.1
1956,331045.428
1957,177334.624
1958,300071.354
1959,167887.52
1960,79182.88
1961,125865.664
1962,134693.339
1963,138343.403
1964,123319.98
1965,177390.286
1966,183670.807
1967,267389.424
1968,300535.92
1969,304367.02
1970,349899.106
1971,402730.948
1972,335573.299
1973,282145.34
1974,298388.952
1975,360576.508
1976,259866.719
1977,313688.813
1978,317753.728
1979,307005.28
1980,200962.615
1981,306802.834
1982,229449.692
1983,229449.692
1984,213387.242
1985,223279.041
1986,230272.846
1987,192641.514
1988,177536.067
1989,214977.732
1990,229574.402
1991,200516.458
1992,224790.106
1993,199932.828
1994,244820.678
1995,213631.095
1996,270523.501
1997,314584.144
1998,289777.15
1999,242354.925
2000,306559.399
2001,265827.649
2002,229293.564
2003,278980.479
2004,280827.79
2005,232395.846
2006,232513.046
2007,261094.008
2008,192663.722
2009,192689.002
2010,215387.355
2011,121745.349
2012,190758.672
2013,187671.025
2014,189075.33
2015,215297.307
2016,195272.745
2017,220217.141
2018,112533.126
2019,108077.574
2020,104720.936
2021,102104.742
2022,177096.86
2023,160816.777
2024,238755.571
2025,331589.066
2026,195370.967
2027,165529.158
2028,204524.708
2029,181171.015
2030,268830.864
2031,254644.82
2032,261831.831
2033,264359.193
2034,201884.3
2035,224454.057
2036,238642.044
2037,239683.077
2038,347806.111
2039,221315.779
2040,360196.106
2041,245759.209
2042,222400.43
2043,178275.437
2044,193625.874
2045,217403.516
2046,159774.741
2047,151212.796
2048,128889.617
2049,168696.736
2050,215153.674
2051,109167.39
2052,133074.164
2053,114198.548
2054,75331.444
2055,151969.572
2056,125055.035
2057,112124.506
2058,204592.682
2059,118235.166
2060,139120.302
2061,182253.526
2062,118481.886
2063,101503.848
2064,142631.368
2065,122828.814
2066,197265.908
2067,147757.392
2068,169639.768
2069,80092.245
2070,117226.513
2071,66925.168
2072,214684.4
2073,126327.292
2074,198692.358
2075,145035.687
2076,126460.54
2077,122989.088
2078,111139.135
2079,175459.806
2080,135208.268
2081,148123.61
2082,125739.62
2083,157774.628
2084,103240.767
2085,114148.975
2086,143756.029
2087,141319.543
2088,128932.762
2089,91757.166
2090,159768.108
2091,88538.728
2092,132497.618
2093,143415.312
2094,141397.399
2095,191662.73
2096,100687.469
2097,90047.06
2098,180815.095
2099,645.643
2100,61252.436
2101,157219.295
2102,185629.964
2103,111016.707
2104,191940.668
2105,112850.64
2106,48604.18
2107,250991.083
2108,109380.798
2109,87795.401
2110,116433.345
2111,194943.67
2112,143938.336
2113,117763.792
2114,147059.366
2115,167655.372
2116,121534.901
2117,176898.593
2118,151296.282
2119,131668.525
2120,122831.2
2121,76868.136
2122,91088.424
2123,94683.118
2124,229304.329
2125,177322.438
2126,199072.602
2127,188099.508
2128,164034.537
2129,142454.502
2130,163733.948
2131,200332.555
2132,140575.948
2133,150960.998
2134,152014.376
2135,120660.499
2136,49156.624
2137,110030.404
2138,130684.559
2139,160539.478
2140,109196.69
2141,158295.512
2142,112216.631
2143,135950.33
2144,132247.684
2145,107859.222
2146,170782.68
2147,170423.625
2148,163391.042
2149,153102.714
2150,208496.708
2151,165620.739
2152,111760.034
2153,135987.315
2154,79339.292
2155,149336.573
2156,251098.032
2157,215875.922
2158,240971.106
2159,233678.789
2160,200417.312
2161,267324.735
2162,347156.694
2163,302213.892
2164,259970.809
2165,185747.921
2166,130120.918
2167,206560.21
2168,198812.701
2169,217081.864
2170,229457.779
2171,139242.35
2172,136375.14
2173,154628.318
2174,243890.685
2175,305006.383
2176,269621.496
2177,253198.231
2178,250784.278
2179,145590.782
2180,218470.452
2181,204248.617
2182,235733.758
2183,205891.405
2184,112909.65
2185,131257.085
2186,161910.329
2187,163986.235
2188,173685.492
2189,274394.396
2190,66627.462
2191,66627.462
2192,48384.598
2193,88708.589
2194,92872.721
2195,78802.486
2196,93463.916
2197,93388.194
2198,185336.538
2199,201221.718
2200,155358.046
2201,165383.59
2202,211212.72
2203,190442.959
2204,153852.936
2205,125271.594
2206,143167.171
2207,265561.763
2208,241236.093
2209,173308.17
2210,156454.29
2211,128460.393
2212,138803.886
2213,95995.82
2214,141864.294
2215,107968.398
2216,159507.125
2217,7724.643
2218,95979.171
2219,80927.175
2220,72627.208
2221,243582.08
2222,214710.526
2223,257772.538
2224,248507.402
2225,172019.272
2226,133801.703
2227,208766.781
2228,260305.713
2229,253734.302
2230,147218.73
2231,231974.518
2232,178411.117
2233,172370.09
2234,230865.172
2235,187209.823
2236,247340.53
2237,285787.096
2238,234900.88
2239,90641.936
2240,161333.791
2241,138215.832
2242,131396.706
2243,134882.525
2244,82133.978
2245,82133.978
2246,115990.268
2247,117630.79
2248,99227.502
2249,100665.119
2250,123289.013
2251,150787.434
2252,186580.419
2253,170917.57
2254,186617.024
2255,189806.818
2256,207528.601
2257,220092.841
2258,189384.883
2259,183790.36
2260,161959.902
2261,218465.833
2262,225671.111
2263,307629.803
2264,340358.456
2265,175396.522
2266,270072.124
2267,280885.98
2268,336663.194
2269,169693.29
2270,206514.791
2271,223110.358
2272,228747.78
2273,165011.149
2274,173030.871
2275,185766.41
2276,203020.254
2277,199421.903
2278,153527.398
2279,108399.368
2280,77345.67
2281,173606.477
2282,174062.735
2283,139898.504
2284,146144.702
2285,167334.447
2286,111735.946
2287,298719.71
2288,270909.178
2289,295527.618
2290,353219.21
2291,305628.758
2292,343249.098
2293,343583.994
2294,348901.628
2295,367622.398
2296,276986.906
2297,288132.356
2298,302712.702
2299,335958.984
2300,303587.957
2301,273655.034
2302,240867
2303,248403.771
2304,278381.52
2305,176848.782
2306,176848.782
2307,172730.424
2308,243152.974
2309,268668.893
2310,228557.378
2311,202597.521
2312,184018.742
2313,178867.446
2314,204229.418
2315,178494.073
2316,198521.398
2317,167959.38
2318,178940.23
2319,201890.46
2320,194646.642
2321,256329.985
2322,191973.854
2323,186719.045
2324,197825.474
2325,210869.049
2326,198816.934
2327,227690.628
2328,230062.037
2329,188243.764
2330,186710.01
2331,316255.221
2332,364433.164
2333,310865.158
2334,267556.899
2335,270713.698
2336,315942.596
2337,206080.599
2338,263208.17
2339,236230.16
2340,348159.55
2341,208777.956
2342,236428.452
2343,215651.126
2344,246252.687
2345,277775.54
2346,231242.344
2347,203150.777
2348,253416.662
2349,161134.346
2350,281125.228
2351,243271.39
2352,262250.377
2353,249416.111
2354,118027.374
2355,147147.867
2356,137267.454
2357,210262.998
2358,196762.154
2359,149312.288
2360,104919.228
2361,139153.092
2362,260595.783
2363,128427.483
2364,160912.709
2365,230819.54
2366,217243.701
2367,237435.099
2368,199472.416
2369,238848.36
2370,178791.511
2371,182360.767
2372,206364.856
2373,264531.186
2374,303034.442
2375,233998.372
2376,252859.386
2377,291932.735
2378,160329.15
2379,229295.081
2380,159679.544
2381,172229.537
2382,214294.672
2383,211717.95
2384,235604.041
2385,160390.759
2386,139865.05
2387,115478.277
2388,126132.624
2389,128809.954
2390,136236.735
2391,139450.388
2392,105085.14
2393,190858.892
2394,156037.504
2395,215269.002
2396,154790.606
2397,189180.494
2398,125392.284
2399,15546.13
2400,15744.422
2401,100655.95
2402,116780.356
2403,180645.242
2404,140515.2
2405,170072.61
2406,134280.494
2407,110570.55
2408,140046.409
2409,118473.862
2410,190693.043
2411,106307.272
2412,130631.425
2413,122043.118
2414,118969.592
2415,156552.496
2416,150133.302
2417,138523.57
2418,104133.223
2419,111779.564
2420,109857.187
2421,114097.459
2422,111051.954
2423,86060.078
2424,148876.224
2425,273216.664
2426,119714.663
2427,112553.202
2428,195096.401
2429,101801.286
2430,133953.756
2431,124004.762
2432,111244.37
2433,119845.716
2434,122834.28
2435,130646.541
2436,106124.167
2437,102851.346
2438,106171.734
2439,130624.672
2440,174270.054
2441,106121.3
2442,103228.873
2443,128005.682
2444,141233.294
2445,87852.137
2446,135472.14
2447,261799.23
2448,171726.234
2449,140126.64
2450,187339.272
2451,129082.484
2452,258664.442
2453,82552.77
2454,105274.326
2455,113148.346
2456,131738.221
2457,120272.816
2458,144889.258
2459,101602.994
2460,177880.859
2461,124975.088
2462,128056.78
2463,138366.439
2464,203970.892
2465,178235.894
2466,148272.66
2467,198661.052
2468,115929.591
2469,116966.612
2470,227145.104
2471,210971.868
2472,224065.418
2473,115427.313
2474,105353.412
2475,246159.007
2476,121333.048
2477,110124.393
2478,154848.676
2479,100225.595
2480,131608.108
2481,110331.854
2482,126063.956
2483,103242.915
2484,127790.987
2485,106101.888
2486,129386.011
2487,217172.97
2488,175638.568
2489,171017.577
2490,118691.424
2491,100708.144
2492,184478.08
2493,148718.817
2494,166866.476
2495,96343.162
2496,228056.83
2497,169190.99
2498,107206.536
2499,80359.451
2500,110232.708
2501,124971.076
2502,131687.716
2503,99969.154
2504,197815.294
2505,230882.428
2506,269358.231
2507,294594.9
2508,269358.231
2509,234094.84
2510,242425.498
2511,197813.154
2512,226078.791
2513,231646.083
2514,248457.427
2515,140790.936
2516,171588.168
2517,112830.564
2518,112244.999
2519,230733.567
2520,222171.693
2521,218343.468
2522,224592.746
2523,121711.846
2524,125302.449
2525,133053.749
2526,141724.728
2527,105563.677
2528,120968.251
2529,125865.664
2530,105726.769
2531,220238.275
2532,234197.588
2533,221313.765
2534,239105.394
2535,284246.053
2536,237089.012
2537,226579.615
2538,209186.576
2539,196087.126
2540,170190.094
2541,207109.667
2542,151878.592
2543,110153.622
2544,107658.394
2545,150007.715
2546,170378.001
2547,159786.714
2548,193855.535
2549,149224.79
2550,505845.103
2551,161050.324
2552,111675.198
2553,66627.462
2554,95747.955
2555,126654.489
2556,73633.642
2557,96885.866
2558,165001.436
2559,132918.804
2560,149115.07
2561,165193.852
2562,155458.408
2563,156573.299
2564,209237.578
2565,136510.962
2566,117418.921
2567,148215.063
2568,187523.238
2569,182792.598
2570,157098.739
2571,141485.234
2572,211786.588
2573,223120.53
2574,303907.122
2575,176227.473
2576,115874.593
2577,192624.9
2578,92425.11
2579,19366.733
2580,135208.063
2581,115210.399
2582,106407.563
2583,241197.561
2584,170685.753
2585,166427.102
2586,206860.657
2587,207377.734
2588,162243.544
2589,158894.4
2590,208766.781
2591,218230.343
2592,214809.743
2593,238463.954
2594,196491.876
2595,224685.74
2596,275409.43
2597,183729.399
2598,255107.506
2599,334483.704
2600,171810.68
2601,151612.326
2602,85464.538
2603,82332.27
2604,63653.082
2605,86833.312
2606,137234.932
2607,175253.49
2608,170100.828
2609,152156.618
2610,75968.328
2611,118966.504
2612,138362.214
2613,99227.502
2614,103742.657
2615,168978.063
2616,138559.962
2617,199486.781
2618,177851.488
2619,225868.463
2620,178322.143
2621,186513.795
2622,192548.52
2623,264287.404
2624,266156.464
2625,298945.881
2626,160757.111
2627,218917.076
2628,344911.716
2629,404897.85
2630,329007.881
2631,369680.818
2632,344348.217
2633,273510.928
2634,307509.318
2635,164901.76
2636,225170.429
2637,191529.419
2638,250470.784
2639,199198.323
2640,159973.973
2641,99372.54
2642,178998.759
2643,158516.154
2644,145060.729
2645,136824.978
2646,132759.992
2647,139898.504
2648,157375.975
2649,129026.893
2650,167334.447
2651,177390.286
2652,341228.917
2653,268137.102
2654,246947.286
2655,316022.196
2656,315564.5
2657,292365.861
2658,275647.645
2659,297730.461
2660,300839.234
2661,305618.168
2662,300502.19
2663,277252.658
2664,267742.193
2665,299285.002
2666,273537.148
2667,174486.826
2668,205334.208
2669,169577.022
2670,295278.173
2671,205334.208
2672,198864.43
2673,204534.019
2674,205953.44
2675,187983.658
2676,210298.6
2677,197652.533
2678,265138.926
2679,286091.626
2680,294028.534
2681,352051.089
2682,316634.896
2683,391699.104
2684,308369.244
2685,319382.687
2686,268994.478
2687,272705.842
2688,235821.398
2689,227687.272
2690,342139.498
2691,196708.356
2692,120109.44
2693,207907.708
2694,119564.137
2695,215863.886
2696,210317.799
2697,205734.583
2698,191105.817
2699,177916.248
2700,166537.811
2701,171146.094
2702,134003.66
2703,190026.244
2704,143067.495
2705,109463.754
2706,105082.131
2707,125073.641
2708,111363.718
2709,81718.796
2710,106419.599
2711,267104.03
2712,328353.11
2713,194171.975
2714,193658.191
2715,179931.69
2716,187232.9
2717,203781.564
2718,241233.882
2719,139064.331
2720,199036.36
2721,132149.399
2722,168870.814
2723,155420.278
2724,105864.124
2725,110877.157
2726,127948.039
2727,164798.263
2728,177732.282
2729,150437.824
2730,121555.554
2731,125220.884
2732,110853.875
2733,148473.171
2734,138287.014
2735,119720.35
2736,143193.738
2737,104180.79
2738,158654.764
2739,166191.874
2740,153937.242
2741,129172.532
2742,172602.91
2743,128184.152
2744,145176.382
2745,138728.954
2746,109409.166
2747,180800.793
2748,144275.301
2749,110878.089
2750,112618.23
2751,102847.334
2752,258326.939
2753,164916.584
2754,243143.33
2755,178091.116
2756,44581.921
2757,67985.731
2758,68143.288
2759,187101.437
2760,146280.634
2761,143819.786
2762,145599.399
2763,191362.851
2764,206167.78
2765,252767.474
2766,120999.787
2767,73312.676
2768,113643.808
2769,116780.356
2770,186825.141
2771,104593.422
2772,87320.545
2773,184865.558
2774,140468.226
2775,109698.785
2776,172918.686
2777,207802.544
2778,159870.342
2779,152762.661
2780,137587.772
2781,98624.602
2782,85568.344
2783,71019.73
2784,130624.672
2785,155439.682
2786,26533.55
2787,149088.566
2788,45858.854
2789,235341.06
2790,98375.324
2791,132615.616
2792,33094.972
2793,175339.187
2794,62153.184
2795,120926.434
2796,96987.69
2797,233261.924
2798,118390.66
2799,129934.252
2800,77108.507
2801,136369.652
2802,130264.212
2803,205253.179
2804,156785.316
2805,109769.358
2806,98866.449
2807,165198.867
2808,133789.32
2809,135052.386
2810,112186.257
2811,152657.434
2812,163238.486
2813,180710.595
2814,180067.149
2815,104409.314
2816,225449.6
2817,132566.114
2818,123188.722
2819,204742.65
2820,119982.872
2821,113752.462
2822,230016.807
2823,302839.782
2824,158377.528
2825,156508.87
2826,112170.067
2827,167228.343
2828,233977.293
2829,218312.042
2830,252610.786
2831,199219.252
2832,198175.486
2833,261522.83
2834,229261.493
2835,217023.122
2836,217541.06
2837,176590.958
2838,132836.4
2839,180061.139
2840,208275.995
2841,221185.319
2842,225617.447
2843,156770.446
2844,188875.442
2845,102975.78
2846,224982.096
2847,195116.073
2848,224767.764
2849,229697.691
2850,287976.758
2851,234066.275
2852,243580.831
2853,237320.687
2854,145590.782
2855,204632.952
2856,223203.557
2857,216708.491
2858,200172.456
2859,125241.622
2860,113664.95
2861,121055.67
2862,224135.272
2863,108806.796
2864,248654.85
2865,161050.324
2866,213602.869
2867,78228.886
2868,174361.176
2869,115519.889
2870,130881.698
2871,79615.588
2872,505.782
2873,95349.767
2874,134668.185
2875,159492.736
2876,188063.053
2877,158629.074
2878,194850.542
2879,130404.907
2880,121630.486
2881,164842.75
2882,149948.563
2883,214664.033
2884,228217.213
2885,190552.561
2886,176772.713
2887,105126.76
2888,170821.291
2889,42832.422
2890,63895.197
2891,171942.722
2892,18669.229
2893,105712.128
2894,28930.84
2895,248782.23
2896,243482.934
2897,190579.571
2898,194172.038
2899,234347.389
2900,168015.832
2901,189413.172
2902,175177.697
2903,278205.72
2904,297819.372
2905,30386.186
2906,236090.632
2907,126405.542
2908,103098.208
2909,190846.966
2910,40750.356
2911,85464.538
2912,129181.63
2913,86833.312
2914,63653.082
2915,63653.082
2916,86833.312
2917,143711.944
2918,84594.03
2919,250545.194
